,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:16:00,1.0588235294117647,2.5294117647058822,-1.8235294117647058,-1.7058823529411764,-0.23529411764705882,1.6470588235294117,-0.9411764705882353,-0.35294117647058826,3.6470588235294117,-1.0,-2.823529411764706,1.6470588235294117
2020-09-23 14:17:00,1.1111111111111112,2.6666666666666665,-1.8333333333333333,-1.7222222222222223,-0.3888888888888889,1.6666666666666667,-0.8333333333333334,-0.3333333333333333,3.7777777777777777,-0.8888888888888888,-2.7777777777777777,1.6111111111111112
2020-09-23 14:18:00,1.105263157894737,2.789473684210526,-1.8421052631578947,-1.7894736842105263,-0.47368421052631576,1.631578947368421,-0.7368421052631579,-0.3684210526315789,3.9473684210526314,-0.7894736842105263,-2.789473684210526,1.5263157894736843
2020-09-23 14:19:00,1.15,2.9,-1.9,-1.8,-0.55,1.6,-0.6,-0.4,4.1,-0.7,-2.85,1.5
2020-09-23 14:20:00,1.1428571428571428,3.0476190476190474,-1.9047619047619047,-1.8095238095238095,-0.6666666666666666,1.619047619047619,-0.47619047619047616,-0.38095238095238093,4.238095238095238,-0.6666666666666666,-2.857142857142857,1.5238095238095237
2020-09-23 14:21:00,1.1363636363636365,3.1363636363636362,-1.9545454545454546,-1.7727272727272727,-0.8181818181818182,1.6818181818181819,-0.4090909090909091,-0.3181818181818182,4.363636363636363,-0.5909090909090909,-2.8181818181818183,1.5454545454545454
2020-09-23 14:22:00,1.1304347826086956,3.1739130434782608,-2.0,-1.7391304347826086,-0.9565217391304348,1.6956521739130435,-0.30434782608695654,-0.2608695652173913,4.478260869565218,-0.5217391304347826,-2.739130434782609,1.565217391304348
2020-09-23 14:23:00,1.0833333333333333,3.1666666666666665,-2.0,-1.7083333333333333,-1.125,1.75,-0.25,-0.20833333333333334,4.541666666666667,-0.4583333333333333,-2.6666666666666665,1.625
2020-09-23 14:24:00,1.0,3.2,-2.0,-1.72,-1.32,1.76,-0.2,-0.12,4.56,-0.44,-2.64,1.72
2020-09-23 14:25:00,0.9230769230769231,3.230769230769231,-1.9615384615384615,-1.6923076923076923,-1.4615384615384615,1.8076923076923077,-0.15384615384615385,0.0,4.538461538461538,-0.46153846153846156,-2.6538461538461537,1.8461538461538463
2020-09-23 14:26:00,0.8518518518518519,3.259259259259259,-1.8888888888888888,-1.7037037037037037,-1.5555555555555556,1.8148148148148149,-0.14814814814814814,0.1111111111111111,4.555555555555555,-0.5185185185185185,-2.7037037037037037,1.9259259259259258
2020-09-23 14:27:00,0.8214285714285714,3.3214285714285716,-1.8214285714285714,-1.75,-1.6428571428571428,1.8571428571428572,-0.17857142857142858,0.21428571428571427,4.571428571428571,-0.5714285714285714,-2.75,1.9642857142857142
2020-09-23 14:28:00,0.7586206896551724,3.3793103448275863,-1.7586206896551724,-1.7586206896551724,-1.6896551724137931,1.9310344827586208,-0.1724137931034483,0.3103448275862069,4.620689655172414,-0.6551724137931034,-2.793103448275862,1.9655172413793103
2020-09-23 14:29:00,0.6666666666666666,3.433333333333333,-1.7,-1.7666666666666666,-1.7666666666666666,2.033333333333333,-0.13333333333333333,0.43333333333333335,4.633333333333334,-0.7666666666666667,-2.8,1.9666666666666666
2020-09-23 14:30:00,0.5483870967741935,3.4516129032258065,-1.6774193548387097,-1.7741935483870968,-1.8064516129032258,2.096774193548387,-0.0967741935483871,0.5806451612903226,4.645161290322581,-0.8387096774193549,-2.774193548387097,1.967741935483871
2020-09-23 14:31:00,0.4375,3.4375,-1.625,-1.78125,-1.8125,2.125,-0.03125,0.6875,4.625,-0.90625,-2.78125,1.96875
2020-09-23 14:32:00,0.36363636363636365,3.4242424242424243,-1.5454545454545454,-1.7878787878787878,-1.8484848484848484,2.1818181818181817,0.06060606060606061,0.7575757575757576,4.636363636363637,-0.9696969696969697,-2.8181818181818183,1.9393939393939394
2020-09-23 14:33:00,0.29411764705882354,3.411764705882353,-1.4411764705882353,-1.8235294117647058,-1.8823529411764706,2.264705882352941,0.14705882352941177,0.8529411764705882,4.647058823529412,-1.0294117647058822,-2.8823529411764706,1.911764705882353
2020-09-23 14:34:00,0.2571428571428571,3.4285714285714284,-1.3142857142857143,-1.8571428571428572,-1.8857142857142857,2.3714285714285714,0.2,0.9714285714285714,4.6571428571428575,-1.0857142857142856,-2.942857142857143,1.9142857142857144
2020-09-23 14:35:00,0.19444444444444445,3.4722222222222223,-1.1666666666666667,-1.9166666666666667,-1.9166666666666667,2.4722222222222223,0.2777777777777778,1.0555555555555556,4.666666666666667,-1.1388888888888888,-2.9722222222222223,1.9166666666666667
2020-09-23 14:36:00,0.16216216216216217,3.5405405405405403,-1.054054054054054,-2.0,-1.9189189189189189,2.5675675675675675,0.32432432432432434,1.162162162162162,4.648648648648648,-1.1891891891891893,-3.0,1.8918918918918919
2020-09-23 14:37:00,0.15789473684210525,3.5789473684210527,-0.9473684210526315,-2.0789473684210527,-1.9473684210526316,2.6842105263157894,0.34210526315789475,1.263157894736842,4.657894736842105,-1.2105263157894737,-3.0,1.894736842105263
2020-09-23 14:38:00,0.1282051282051282,3.58974358974359,-0.8461538461538461,-2.1794871794871793,-2.0,2.8205128205128207,0.3333333333333333,1.3333333333333333,4.666666666666667,-1.2307692307692308,-3.0,1.8717948717948718
2020-09-23 14:39:00,0.075,3.625,-0.725,-2.25,-2.025,2.975,0.3,1.425,4.675,-1.225,-3.0,1.825
2020-09-23 14:40:00,0.024390243902439025,3.658536585365854,-0.5853658536585366,-2.292682926829268,-2.024390243902439,3.1463414634146343,0.2926829268292683,1.5121951219512195,4.658536585365853,-1.1951219512195121,-3.024390243902439,1.8048780487804879
2020-09-23 14:41:00,-0.023809523809523808,3.6904761904761907,-0.42857142857142855,-2.3095238095238093,-2.0476190476190474,3.3333333333333335,0.30952380952380953,1.5952380952380953,4.666666666666667,-1.1428571428571428,-3.0476190476190474,1.7857142857142858
2020-09-23 14:42:00,-0.09302325581395349,3.697674418604651,-0.3023255813953488,-2.3255813953488373,-2.046511627906977,3.511627906976744,0.32558139534883723,1.6511627906976745,4.651162790697675,-1.0930232558139534,-3.0697674418604652,1.744186046511628
2020-09-23 14:43:00,-0.13636363636363635,3.6818181818181817,-0.1590909090909091,-2.3636363636363638,-2.022727272727273,3.7045454545454546,0.36363636363636365,1.7272727272727273,4.659090909090909,-1.0454545454545454,-3.0681818181818183,1.7045454545454546
2020-09-23 14:44:00,-0.2,3.6444444444444444,-0.044444444444444446,-2.3777777777777778,-1.9777777777777779,3.911111111111111,0.4,1.7777777777777777,4.644444444444445,-1.0,-3.088888888888889,1.6888888888888889
2020-09-23 14:45:00,-0.28888888888888886,3.688888888888889,0.08888888888888889,-2.466666666666667,-1.9555555555555555,4.222222222222222,0.4888888888888889,1.8444444444444446,4.688888888888889,-0.9555555555555556,-3.1555555555555554,1.7555555555555555
2020-09-23 14:46:00,-0.35555555555555557,3.7111111111111112,0.24444444444444444,-2.533333333333333,-1.9333333333333333,4.533333333333333,0.5333333333333333,1.9555555555555555,4.711111111111111,-0.9111111111111111,-3.2222222222222223,1.8
2020-09-23 14:47:00,-0.4444444444444444,3.7111111111111112,0.4,-2.577777777777778,-1.9111111111111112,4.866666666666666,0.5777777777777777,2.088888888888889,4.711111111111111,-0.8222222222222222,-3.2888888888888888,1.8444444444444446
2020-09-23 14:48:00,-0.5555555555555556,3.7111111111111112,0.6,-2.6444444444444444,-1.9111111111111112,5.177777777777778,0.6444444444444445,2.2,4.7555555555555555,-0.7555555555555555,-3.311111111111111,1.9111111111111112
2020-09-23 14:49:00,-0.6444444444444445,3.7111111111111112,0.7777777777777778,-2.688888888888889,-1.9555555555555555,5.488888888888889,0.7555555555555555,2.311111111111111,4.8,-0.7333333333333333,-3.311111111111111,2.0
2020-09-23 14:50:00,-0.7555555555555555,3.7555555555555555,1.0,-2.7333333333333334,-2.022222222222222,5.8,0.8444444444444444,2.422222222222222,4.866666666666666,-0.6666666666666666,-3.311111111111111,2.088888888888889
2020-09-23 14:51:00,-0.8222222222222222,3.8222222222222224,1.2444444444444445,-2.7333333333333334,-2.111111111111111,6.066666666666666,0.9111111111111111,2.533333333333333,4.955555555555556,-0.6444444444444445,-3.2888888888888888,2.1777777777777776
2020-09-23 14:52:00,-0.9111111111111111,3.8444444444444446,1.511111111111111,-2.7777777777777777,-2.1555555555555554,6.333333333333333,0.9555555555555556,2.6,5.044444444444444,-0.6222222222222222,-3.2444444444444445,2.2222222222222223
2020-09-23 14:53:00,-1.0222222222222221,3.8222222222222224,1.8,-2.8666666666666667,-2.2444444444444445,6.6,1.0444444444444445,2.7111111111111112,5.088888888888889,-0.6,-3.1555555555555554,2.2666666666666666
2020-09-23 14:54:00,-1.1111111111111112,3.8,2.111111111111111,-3.0,-2.3333333333333335,6.844444444444444,1.1777777777777778,2.7777777777777777,5.155555555555556,-0.6,-3.066666666666667,2.2888888888888888
2020-09-23 14:55:00,-1.1777777777777778,3.7333333333333334,2.4444444444444446,-3.1777777777777776,-2.4444444444444446,7.044444444444444,1.3111111111111111,2.8222222222222224,5.177777777777778,-0.5777777777777777,-3.0,2.2888888888888888
2020-09-23 14:56:00,-1.2444444444444445,3.688888888888889,2.7333333333333334,-3.3777777777777778,-2.5555555555555554,7.288888888888889,1.488888888888889,2.911111111111111,5.177777777777778,-0.5111111111111111,-2.933333333333333,2.2888888888888888
2020-09-23 14:57:00,-1.3555555555555556,3.6444444444444444,3.022222222222222,-3.533333333333333,-2.6666666666666665,7.533333333333333,1.6666666666666667,2.977777777777778,5.177777777777778,-0.4888888888888889,-2.888888888888889,2.3333333333333335
2020-09-23 14:58:00,-1.4666666666666666,3.577777777777778,3.3333333333333335,-3.688888888888889,-2.7555555555555555,7.8,1.8666666666666667,3.066666666666667,5.155555555555556,-0.4888888888888889,-2.8444444444444446,2.3777777777777778
2020-09-23 14:59:00,-1.6,3.5555555555555554,3.6444444444444444,-3.8444444444444446,-2.8222222222222224,8.022222222222222,2.022222222222222,3.1333333333333333,5.088888888888889,-0.4444444444444444,-2.8222222222222224,2.466666666666667
2020-09-23 15:00:00,-1.711111111111111,3.488888888888889,3.9555555555555557,-3.977777777777778,-2.888888888888889,8.244444444444444,2.1777777777777776,3.2222222222222223,5.066666666666666,-0.4,-2.8,2.511111111111111
2020-09-23 15:01:00,-1.8444444444444446,3.466666666666667,4.266666666666667,-4.066666666666666,-2.9555555555555557,8.488888888888889,2.3333333333333335,3.311111111111111,5.022222222222222,-0.37777777777777777,-2.7777777777777777,2.5555555555555554
2020-09-23 15:02:00,-1.9777777777777779,3.422222222222222,4.533333333333333,-4.155555555555556,-3.0,8.71111111111111,2.4444444444444446,3.3777777777777778,4.955555555555556,-0.37777777777777777,-2.7777777777777777,2.6222222222222222
2020-09-23 15:03:00,-2.066666666666667,3.3777777777777778,4.822222222222222,-4.2444444444444445,-3.088888888888889,8.933333333333334,2.533333333333333,3.466666666666667,4.888888888888889,-0.35555555555555557,-2.7555555555555555,2.7111111111111112
2020-09-23 15:04:00,-2.1555555555555554,3.311111111111111,5.155555555555556,-4.355555555555555,-3.1777777777777776,9.133333333333333,2.6,3.533333333333333,4.822222222222222,-0.3111111111111111,-2.7333333333333334,2.7777777777777777
2020-09-23 15:05:00,-2.2444444444444445,3.2,5.488888888888889,-4.488888888888889,-3.2666666666666666,9.311111111111112,2.688888888888889,3.577777777777778,4.7555555555555555,-0.24444444444444444,-2.7333333333333334,2.8222222222222224
2020-09-23 15:06:00,-2.311111111111111,3.1333333333333333,5.822222222222222,-4.622222222222222,-3.3333333333333335,9.466666666666667,2.8,3.577777777777778,4.666666666666667,-0.2,-2.7333333333333334,2.8666666666666667
2020-09-23 15:07:00,-2.4,3.066666666666667,6.177777777777778,-4.777777777777778,-3.3777777777777778,9.666666666666666,2.8666666666666667,3.5555555555555554,4.6,-0.17777777777777778,-2.7555555555555555,2.933333333333333
2020-09-23 15:08:00,-2.4444444444444446,3.0444444444444443,6.488888888888889,-4.933333333333334,-3.4,9.866666666666667,2.977777777777778,3.5555555555555554,4.555555555555555,-0.17777777777777778,-2.7777777777777777,3.0
2020-09-23 15:09:00,-2.4444444444444446,2.977777777777778,6.777777777777778,-5.066666666666666,-3.3777777777777778,10.066666666666666,3.088888888888889,3.5555555555555554,4.533333333333333,-0.15555555555555556,-2.7777777777777777,3.0444444444444443
2020-09-23 15:10:00,-2.4444444444444446,2.911111111111111,7.044444444444444,-5.2,-3.3555555555555556,10.244444444444444,3.1777777777777776,3.5555555555555554,4.511111111111111,-0.1111111111111111,-2.7555555555555555,3.0444444444444443
2020-09-23 15:11:00,-2.422222222222222,2.8222222222222224,7.311111111111111,-5.288888888888889,-3.3777777777777778,10.466666666666667,3.2888888888888888,3.5555555555555554,4.488888888888889,-0.022222222222222223,-2.7111111111111112,3.066666666666667
2020-09-23 15:12:00,-2.4,2.688888888888889,7.5777777777777775,-5.377777777777778,-3.4,10.688888888888888,3.4,3.533333333333333,4.488888888888889,0.08888888888888889,-2.688888888888889,3.1333333333333333
2020-09-23 15:13:00,-2.3333333333333335,2.533333333333333,7.844444444444444,-5.466666666666667,-3.422222222222222,10.911111111111111,3.488888888888889,3.533333333333333,4.488888888888889,0.24444444444444444,-2.6666666666666665,3.2
2020-09-23 15:14:00,-2.2222222222222223,2.3777777777777778,8.11111111111111,-5.555555555555555,-3.4444444444444446,11.088888888888889,3.577777777777778,3.488888888888889,4.533333333333333,0.4222222222222222,-2.688888888888889,3.2888888888888888
2020-09-23 15:15:00,-2.066666666666667,2.2666666666666666,8.377777777777778,-5.666666666666667,-3.488888888888889,11.266666666666667,3.688888888888889,3.4,4.6,0.6,-2.7555555555555555,3.4
2020-09-23 15:16:00,-1.9333333333333333,2.2,8.6,-5.8,-3.5555555555555554,11.444444444444445,3.7555555555555555,3.3555555555555556,4.711111111111111,0.8,-2.7777777777777777,3.488888888888889
2020-09-23 15:17:00,-1.8,2.1555555555555554,8.777777777777779,-5.911111111111111,-3.6,11.622222222222222,3.8,3.311111111111111,4.8,0.9777777777777777,-2.7555555555555555,3.6222222222222222
2020-09-23 15:18:00,-1.6666666666666667,2.111111111111111,8.955555555555556,-5.977777777777778,-3.6444444444444444,11.8,3.8444444444444446,3.2222222222222223,4.866666666666666,1.1333333333333333,-2.688888888888889,3.7555555555555555
2020-09-23 15:19:00,-1.5333333333333334,2.022222222222222,9.088888888888889,-6.044444444444444,-3.688888888888889,11.955555555555556,3.933333333333333,3.088888888888889,4.955555555555556,1.2666666666666666,-2.6,3.8666666666666667
2020-09-23 15:20:00,-1.4,1.9111111111111112,9.177777777777777,-6.066666666666666,-3.7333333333333334,12.11111111111111,4.022222222222222,2.9555555555555557,5.022222222222222,1.4222222222222223,-2.533333333333333,4.0
2020-09-23 15:21:00,-1.288888888888889,1.8,9.311111111111112,-6.066666666666666,-3.8,12.28888888888889,4.133333333333334,2.7777777777777777,5.133333333333334,1.5555555555555556,-2.4444444444444446,4.177777777777778
2020-09-23 15:22:00,-1.1777777777777778,1.6888888888888889,9.466666666666667,-6.066666666666666,-3.8444444444444446,12.444444444444445,4.2444444444444445,2.577777777777778,5.222222222222222,1.6888888888888889,-2.3555555555555556,4.311111111111111
2020-09-23 15:23:00,-1.0444444444444445,1.6,9.6,-6.022222222222222,-3.8444444444444446,12.577777777777778,4.355555555555555,2.4,5.288888888888889,1.8,-2.2444444444444445,4.466666666666667
2020-09-23 15:24:00,-0.9111111111111111,1.4666666666666666,9.71111111111111,-6.022222222222222,-3.8666666666666667,12.688888888888888,4.488888888888889,2.2222222222222223,5.355555555555555,1.8666666666666667,-2.1555555555555554,4.644444444444445
2020-09-23 15:25:00,-0.8,1.3111111111111111,9.777777777777779,-6.022222222222222,-3.911111111111111,12.8,4.5777777777777775,2.0444444444444443,5.466666666666667,1.8888888888888888,-2.022222222222222,4.8
2020-09-23 15:26:00,-0.6888888888888889,1.1777777777777778,9.8,-6.022222222222222,-3.9555555555555557,12.911111111111111,4.666666666666667,1.8444444444444446,5.533333333333333,1.8888888888888888,-1.8888888888888888,4.955555555555556
2020-09-23 15:27:00,-0.5777777777777777,1.0888888888888888,9.822222222222223,-6.044444444444444,-4.022222222222222,13.044444444444444,4.7555555555555555,1.6444444444444444,5.644444444444445,1.8666666666666667,-1.7777777777777777,5.133333333333334
2020-09-23 15:28:00,-0.5111111111111111,1.0444444444444445,9.844444444444445,-6.022222222222222,-4.133333333333334,13.133333333333333,4.822222222222222,1.4,5.7555555555555555,1.8444444444444446,-1.6888888888888889,5.288888888888889
2020-09-23 15:29:00,-0.4222222222222222,1.0222222222222221,9.88888888888889,-6.044444444444444,-4.2444444444444445,13.177777777777777,4.888888888888889,1.1777777777777778,5.866666666666666,1.8,-1.5555555555555556,5.4
2020-09-23 15:30:00,-0.28888888888888886,1.0,9.911111111111111,-6.044444444444444,-4.355555555555555,13.2,4.933333333333334,0.9555555555555556,6.0,1.711111111111111,-1.4666666666666666,5.466666666666667
2020-09-23 15:31:00,-0.15555555555555556,0.9777777777777777,9.955555555555556,-6.044444444444444,-4.466666666666667,13.222222222222221,5.0,0.7111111111111111,6.133333333333334,1.6444444444444444,-1.3777777777777778,5.555555555555555
2020-09-23 15:32:00,-0.044444444444444446,1.0,9.977777777777778,-6.022222222222222,-4.5777777777777775,13.222222222222221,5.088888888888889,0.4666666666666667,6.288888888888889,1.5555555555555556,-1.2666666666666666,5.644444444444445
2020-09-23 15:33:00,0.06666666666666667,1.0222222222222221,10.0,-6.0,-4.688888888888889,13.2,5.155555555555556,0.2222222222222222,6.4,1.488888888888889,-1.2,5.688888888888889
2020-09-23 15:34:00,0.15555555555555556,1.0444444444444445,10.022222222222222,-5.977777777777778,-4.777777777777778,13.155555555555555,5.2,0.0,6.533333333333333,1.4666666666666666,-1.1777777777777778,5.711111111111111
2020-09-23 15:35:00,0.24444444444444444,1.0444444444444445,10.022222222222222,-5.955555555555556,-4.844444444444444,13.11111111111111,5.222222222222222,-0.24444444444444444,6.644444444444445,1.4222222222222223,-1.1111111111111112,5.777777777777778
2020-09-23 15:36:00,0.3111111111111111,1.0,10.022222222222222,-5.977777777777778,-4.888888888888889,13.088888888888889,5.288888888888889,-0.4444444444444444,6.733333333333333,1.3777777777777778,-1.0666666666666667,5.866666666666666
2020-09-23 15:37:00,0.4,0.9555555555555556,10.022222222222222,-6.0,-4.977777777777778,13.088888888888889,5.355555555555555,-0.6222222222222222,6.844444444444444,1.3333333333333333,-1.0444444444444445,5.955555555555556
2020-09-23 15:38:00,0.4888888888888889,0.9111111111111111,10.0,-6.0,-5.022222222222222,13.066666666666666,5.377777777777778,-0.8222222222222222,7.0,1.3333333333333333,-1.0222222222222221,6.044444444444444
2020-09-23 15:39:00,0.5777777777777777,0.8222222222222222,9.977777777777778,-5.955555555555556,-5.088888888888889,13.066666666666666,5.355555555555555,-1.0,7.111111111111111,1.3333333333333333,-1.0222222222222221,6.111111111111111
2020-09-23 15:40:00,0.6222222222222222,0.7555555555555555,9.911111111111111,-5.866666666666666,-5.155555555555556,13.066666666666666,5.311111111111111,-1.1333333333333333,7.266666666666667,1.3111111111111111,-1.0444444444444445,6.2
2020-09-23 15:41:00,0.6222222222222222,0.6666666666666666,9.88888888888889,-5.777777777777778,-5.222222222222222,13.066666666666666,5.2444444444444445,-1.288888888888889,7.4,1.2666666666666666,-1.1111111111111112,6.288888888888889
2020-09-23 15:42:00,0.6222222222222222,0.5333333333333333,9.866666666666667,-5.733333333333333,-5.2444444444444445,13.11111111111111,5.155555555555556,-1.4444444444444444,7.488888888888889,1.2444444444444445,-1.1777777777777778,6.333333333333333
2020-09-23 15:43:00,0.5777777777777777,0.4222222222222222,9.866666666666667,-5.688888888888889,-5.266666666666667,13.155555555555555,5.088888888888889,-1.6222222222222222,7.622222222222222,1.2,-1.2,6.377777777777778
2020-09-23 15:44:00,0.5555555555555556,0.26666666666666666,9.866666666666667,-5.6,-5.333333333333333,13.244444444444444,5.066666666666666,-1.7777777777777777,7.8,1.1111111111111112,-1.2,6.4222222222222225
2020-09-23 15:45:00,0.5111111111111111,0.15555555555555556,9.844444444444445,-5.555555555555555,-5.377777777777778,13.355555555555556,5.0,-1.9777777777777779,7.955555555555556,0.9777777777777777,-1.2,6.511111111111111
2020-09-23 15:46:00,0.4666666666666667,0.022222222222222223,9.8,-5.511111111111111,-5.377777777777778,13.466666666666667,4.911111111111111,-2.1333333333333333,8.11111111111111,0.8666666666666667,-1.2222222222222223,6.6
2020-09-23 15:47:00,0.4444444444444444,-0.08888888888888889,9.777777777777779,-5.511111111111111,-5.377777777777778,13.622222222222222,4.866666666666666,-2.2888888888888888,8.311111111111112,0.8,-1.2444444444444445,6.666666666666667
2020-09-23 15:48:00,0.4,-0.17777777777777778,9.733333333333333,-5.466666666666667,-5.355555555555555,13.777777777777779,4.866666666666666,-2.466666666666667,8.466666666666667,0.6888888888888889,-1.2444444444444445,6.711111111111111
2020-09-23 15:49:00,0.3333333333333333,-0.24444444444444444,9.644444444444444,-5.4,-5.355555555555555,13.955555555555556,4.888888888888889,-2.6222222222222222,8.622222222222222,0.5555555555555556,-1.2,6.7555555555555555
2020-09-23 15:50:00,0.26666666666666666,-0.3111111111111111,9.555555555555555,-5.288888888888889,-5.333333333333333,14.11111111111111,4.911111111111111,-2.7555555555555555,8.777777777777779,0.4,-1.1777777777777778,6.8
2020-09-23 15:51:00,0.15555555555555556,-0.4222222222222222,9.466666666666667,-5.177777777777778,-5.333333333333333,14.244444444444444,4.911111111111111,-2.8666666666666667,8.977777777777778,0.24444444444444444,-1.1777777777777778,6.822222222222222
2020-09-23 15:52:00,0.06666666666666667,-0.4888888888888889,9.377777777777778,-5.022222222222222,-5.355555555555555,14.377777777777778,4.955555555555556,-2.977777777777778,9.133333333333333,0.1111111111111111,-1.1777777777777778,6.8
2020-09-23 15:53:00,-0.022222222222222223,-0.5555555555555556,9.28888888888889,-4.844444444444444,-5.377777777777778,14.511111111111111,5.0,-3.111111111111111,9.28888888888889,0.0,-1.1777777777777778,6.7555555555555555
2020-09-23 15:54:00,-0.13333333333333333,-0.6,9.2,-4.666666666666667,-5.444444444444445,14.688888888888888,5.066666666666666,-3.2666666666666666,9.422222222222222,-0.13333333333333333,-1.1777777777777778,6.711111111111111
2020-09-23 15:55:00,-0.24444444444444444,-0.6444444444444445,9.11111111111111,-4.511111111111111,-5.555555555555555,14.88888888888889,5.133333333333334,-3.466666666666667,9.555555555555555,-0.26666666666666666,-1.1555555555555554,6.688888888888889
2020-09-23 15:56:00,-0.35555555555555557,-0.6666666666666666,8.977777777777778,-4.377777777777778,-5.622222222222222,15.066666666666666,5.222222222222222,-3.688888888888889,9.688888888888888,-0.4222222222222222,-1.1555555555555554,6.666666666666667
2020-09-23 15:57:00,-0.4888888888888889,-0.6444444444444445,8.844444444444445,-4.222222222222222,-5.711111111111111,15.244444444444444,5.355555555555555,-3.911111111111111,9.822222222222223,-0.6,-1.1555555555555554,6.644444444444445
2020-09-23 15:58:00,-0.6444444444444445,-0.6,8.688888888888888,-4.111111111111111,-5.8,15.377777777777778,5.466666666666667,-4.177777777777778,9.911111111111111,-0.7777777777777778,-1.1777777777777778,6.622222222222222
2020-09-23 15:59:00,-0.8,-0.5333333333333333,8.555555555555555,-4.0,-5.866666666666666,15.533333333333333,5.5777777777777775,-4.4222222222222225,9.977777777777778,-0.9333333333333333,-1.2,6.555555555555555
2020-09-23 16:00:00,-1.0,-0.4666666666666667,8.444444444444445,-3.888888888888889,-5.911111111111111,15.733333333333333,5.666666666666667,-4.644444444444445,10.022222222222222,-1.0888888888888888,-1.2222222222222223,6.488888888888889
2020-09-23 16:01:00,-1.2,-0.4444444444444444,8.355555555555556,-3.7555555555555555,-5.933333333333334,15.955555555555556,5.8,-4.888888888888889,10.022222222222222,-1.288888888888889,-1.2666666666666666,6.444444444444445
2020-09-23 16:02:00,-1.4222222222222223,-0.4222222222222222,8.311111111111112,-3.6444444444444444,-5.977777777777778,16.177777777777777,5.911111111111111,-5.111111111111111,10.022222222222222,-1.4444444444444444,-1.3555555555555556,6.377777777777778
2020-09-23 16:03:00,-1.6666666666666667,-0.37777777777777777,8.222222222222221,-3.5555555555555554,-6.022222222222222,16.4,6.022222222222222,-5.311111111111111,10.044444444444444,-1.5555555555555556,-1.4666666666666666,6.333333333333333
